,target,value_count
10936,neatly,1
10937,trestles,1
10938,deposited,1
10939,exclusion,1
10940,darkening,1
10941,Asia,1
10942,Quebec,1
10943,sailed,1
10944,bundles,1
10945,intensity,1
10946,intact,1
10947,Out,1
10948,ticket-punch,1
10949,verso,1
10950,Anglais,1
10951,sacrifice,1
10952,militarily,1
10953,preparatory,1
10954,radiochemi-,1
10955,Dedication,1
10956,bib,1
10957,dismay,1
10958,longbows,1
10959,nothingness,1
10960,hurts,1
10961,prescribing,1
10962,Phelpham,1
10963,arena,1
10964,Weld,1
10965,seventies,1
10966,supplanted,1
10967,cheque,1
10968,lands,1
10969,Short,1
10970,knight,1
10971,Find-the-body,1
10972,revulsion,1
10973,depended,1
10974,Ver-,1
10975,deafening,1
10976,persisted,1
10977,staple,1
10978,colouring,1
10979,locate,1
10980,hunts,1
10981,practicable,1
10982,barman,1
10983,predecessors,1
10984,hatches,1
10985,Wouldn't,1
10986,beleaguered,1
10987,mentioned,1
10988,thirty-three,1
10989,reliefs,1
10990,ruined,1
10991,dwell,1
10992,Everyone,1
10993,ludicrous,1
10994,Rather,1
10995,FOUND,1
10996,sleepy,1
10997,staid,1
10998,Evensong,1
10999,stuffing,1
11000,Addressing,1
11001,potentialities,1
11002,be-,1
11003,ignore,1
11004,industry's,1
11005,rifles,1
11006,basting,1
11007,vicarage,1
11008,securing,1
11009,Baskerville,1
11010,sworn,1
11011,unkind,1
11012,neater,1
11013,FRANCE,1
11014,infant,1
11015,authoritative,1
11016,Jeff,1
11017,Applauding,1
11018,fiance*?2's,1
11019,pulsate,1
11020,SEEMS,1
11021,teenager,1
11022,Going,1
11023,stretching,1
11024,BY,1
11025,stocked,1
11026,18.1,1
11027,Eleven,1
11028,framed,1
11029,forth-,1
11030,etc,1
11031,drifted,1
11032,provisions,1
11033,numer-,1
11034,dusted,1
11035,flashover,1
11036,beads,1
11037,cynical,1
11038,profession,1
11039,unionist,1
11040,stand-in,1
11041,supplier,1
11042,abreast,1
11043,strikes,1
11044,by-products,1
11045,Jim,1
11046,Bentley,1
11047,legality,1
11048,banforanus,1
11049,depreciation,1
11050,identi,1
11051,regeneration,1
11052,migrational,1
11053,here-,1
11054,well-made,1
11055,nurture,1
11056,typewriters,1
11057,inferences,1
11058,illnesses,1
11059,casing,1
11060,bluster,1
11061,Soil,1
11062,stabilised,1
11063,desertion,1
11064,sticking,1
11065,yesterday's,1
11066,soldering,1
11067,equilibrated,1
11068,homicidal,1
11069,tongue-in-cheek,1
11070,HERE,1
11071,CONTRAST,1
11072,desperadoes,1
11073,unemployment,1
11074,grief-stricken,1
11075,stunner,1
11076,expan-,1
11077,Hitler's,1
11078,dwellings,1
11079,gently,1
11080,westerly,1
11081,flocked,1
11082,additio-,1
11083,souls,1
11084,scars,1
11085,cry-,1
11086,settling,1
11087,SATIRICAL,1
11088,additions,1
11089,court-martialled,1
11090,menu,1
11091,Parlophone,1
11092,recol-,1
11093,characterisation,1
11094,attainable,1
11095,rulers,1
11096,flexibility,1
11097,slide,1
11098,squeezed,1
11099,delayed,1
11100,rhythm,1
11101,altitudes,1
11102,complexity,1
11103,her-,1
11104,mesa,1
11105,discreditable,1
11106,slept,1
11107,flyman,1
11108,funerals,1
11109,metanauplii,1
11110,craggy,1
11111,Claudius,1
11112,cigarettes,1
11113,directive,1
11114,Powerful,1
11115,exhausting,1
11116,print,1
11117,Alice,1
11118,boils,1
11119,organisation,1
11120,Grechko,1
11121,twiddled,1
11122,nesia,1
11123,gunwale,1
11124,purchase,1
11125,hostelries,1
11126,taxi-driver,1
11127,bedside,1
11128,unified,1
11129,LETTER,1
11130,expecting,1
11131,dates,1
11132,Malone,1
11133,doctor's,1
11134,Bruno,1
11135,eight-thirty,1
11136,scrapers,1
11137,Thirties,1
11138,fortitude,1
11139,miraculous,1
11140,weekends,1
11141,fearful,1
11142,Remez,1
11143,packet,1
11144,cute,1
11145,Intent,1
11146,shoe-mender,1
11147,Studies,1
11148,unbearable,1
11149,explaining,1
11150,lounge,1
11151,flecked,1
11152,dieldrin,1
11153,tidying,1
11154,ascents,1
11155,directors,1
11156,Luger,1
11157,merited,1
11158,scurf,1
11159,subsides,1
11160,Hungary,1
11161,openness,1
11162,explanatory,1
11163,exhibiting,1
11164,complication,1
11165,participants,1
11166,compartments,1
11167,organisational,1
11168,invariable,1
11169,stir,1
11170,raree-show,1
11171,sect,1
11172,instructor,1
11173,dealers,1
11174,sing-song,1
11175,sandwiches,1
11176,off-the-cuff,1
11177,replace,1
11178,embarra-,1
11179,Lost,1
11180,Vientiane,1
11181,marvel,1
11182,acquainted,1
11183,greyness,1
11184,FRIEND,1
11185,SEVERAL,1
11186,DARKNESS,1
11187,thirst,1
11188,cable,1
11189,enthusiastically,1
11190,Raphael,1
11191,Greeks,1
11192,jerks,1
11193,Walter,1
11194,keenly,1
11195,eye-,1
11196,galvanized,1
11197,safely,1
11198,obsession,1
11199,Small,1
11200,Beryl's,1
11201,vehicles,1
11202,immaterial,1
11203,akin,1
11204,Coventry,1
11205,encircled,1
11206,Nkumbula's,1
11207,theodolite,1
11208,defences,1
11209,Splendid,1
11210,half-closed,1
11211,nostalgic,1
11212,tonnage,1
11213,solicitously,1
11214,armament,1
11215,betray,1
11216,nana,1
11217,duke's,1
11218,Philosophy,1
11219,2.20,1
11220,controlling,1
11221,Ban-the-,1
11222,hewers,1
11223,mirror,1
11224,gestured,1
11225,awake,1
11226,injuries,1
11227,collect,1
11228,ception,1
11229,smug,1
11230,dipping-in,1
11231,eternity,1
11232,weakening,1
11233,empty-minded,1
11234,dip-soldered,1
11235,HIMSELF,1
11236,throne,1
11237,Jean,1
11238,gulping,1
11239,lift,1
11240,motto,1
11241,calyptopis,1
11242,cult,1
11243,68a,1
11244,pered,1
11245,Nonsense,1
11246,outspoken,1
11247,effi-,1
11248,1943,1
11249,seedy-looking,1
11250,drastic,1
11251,decades,1
11252,Malo,1
11253,MRA,1
11254,starve,1
11255,est,1
11256,1922,1
11257,socialist,1
11258,sighs,1
11259,ventured,1
11260,CUP,1
11261,headway,1
11262,poisons,1
11263,nursing,1
11264,chinchilla,1
11265,ratures,1
11266,appreciated,1
11267,indoors,1
11268,accord,1
11269,sation,1
11270,arguing,1
11271,effectively,1
11272,ters,1
11273,finger-nails,1
11274,rationale,1
11275,east-west,1
11276,intolerable,1
11277,calculation,1
11278,Krobo,1
11279,N.,1
11280,christened,1
11281,warlike,1
11282,coldly,1
11283,Onaway,1
11284,Welensky's,1
11285,solu-,1
11286,attitudes,1
11287,monarchy,1
11288,scaring,1
11289,Vallin,1
11290,pretension,1
11291,taunted,1
11292,Leave,1
11293,Final,1
11294,rim,1
11295,raining,1
11296,experimentally,1
11297,impenetrable,1
11298,stop-watch,1
11299,saint,1
11300,cuts,1
11301,hazardous,1
11302,obloquy,1
11303,pierce,1
11304,Annual,1
11305,Treasure,1
11306,Janette,1
11307,Rosyth,1
11308,dip,1
11309,protect,1
11310,tripe,1
11311,benefited,1
11312,referred,1
11313,ganged,1
11314,Anglican,1
11315,replacement,1
11316,hand-picked,1
11317,pull,1
11318,Tunnel,1
11319,rotating,1
11320,fractions,1
11321,pervised,1
11322,inability,1
11323,envious,1
11324,appliances,1
11325,K,1
11326,Supporters,1
11327,beech,1
11328,Didn't,1
11329,insertion,1
11330,ready-made,1
11331,incremental,1
11332,Plato,1
11333,EICHMANN,1
11334,crucifying,1
11335,curd,1
11336,deceitful,1
11337,neutralist,1
11338,Luigi,1
11339,betokened,1
11340,glistening,1
11341,channel,1
11342,uneasiness,1
11343,assess,1
11344,THAN,1
11345,Fairbanks,1
11346,prepare,1
11347,Hayward,1
11348,unexpectedly,1
11349,overcrowded,1
11350,irregular-,1
11351,respectability,1
11352,bridge-heads,1
11353,islands,1
11354,promptly,1
11355,well-off,1
11356,prestige,1
11357,Morale,1
11358,winding,1
11359,sub-normality,1
11360,tilting,1
11361,unmarked,1
11362,joanna,1
11363,mala-,1
11364,bosoms,1
11365,haps,1
11366,conflicting,1
11367,SONGS-OF-BRITAIN,1
11368,WENT,1
11369,trouser,1
11370,Hagadah,1
11371,Development,1
11372,MORE,1
11373,pervaded,1
11374,Lee's,1
11375,Province,1
11376,everyday,1
11377,factual,1
11378,Romanizer,1
11379,defuse,1
11380,patronizing,1
11381,Jacky,1
11382,ENGLAND,1
11383,pathetic,1
11384,indefinitely,1
11385,allowance,1
11386,stacked,1
11387,dumbness,1
11388,Control,1
11389,Tremendous,1
11390,anti-apartheid,1
11391,HEAVEN,1
11392,delegation,1
11393,coffer,1
11394,Aznavour,1
11395,possessed,1
11396,Abraham,1
11397,pigeon,1
11398,Scotsman,1
11399,pouring,1
11400,tered,1
11401,launch,1
11402,lets,1
11403,cumulus,1
11404,scent,1
11405,repercussions,1
11406,cabinet,1
11407,crocheted,1
11408,epilogue,1
11409,muster,1
11410,Barclay,1
11411,day-time,1
11412,Bruce,1
11413,capped,1
11414,inspection,1
11415,Czechoslovakia,1
11416,paths,1
11417,Agriculture,1
11418,peace-loving,1
11419,mer-,1
11420,tenure,1
11421,transcendent,1
11422,Cavalcanti,1
11423,Khouang,1
11424,tearing,1
11425,clamour,1
11426,esteemed,1
11427,single-sheet,1
11428,bitter-sweet,1
11429,prisoners,1
11430,endeavour,1
11431,Esquimalt,1
11432,anticipation,1
11433,ardour,1
11434,symptom,1
11435,dip-in,1
11436,wafted,1
11437,Anglia,1
11438,scholars,1
11439,symp-,1
11440,delectable,1
11441,university,1
11442,Officers,1
11443,Inspectors,1
11444,seldom,1
11445,offending,1
11446,clips,1
11447,Lobby,1
11448,diastole,1
11449,golf-course,1
11450,monopolists,1
11451,Annabella,1
11452,irrelevant,1
11453,21,1
11454,fuel,1
11455,woodwork,1
11456,celebrations,1
11457,Sandra's,1
11458,specialising,1
11459,Caught,1
11460,backstage,1
11461,attracted,1
11462,Bell,1
11463,justify,1
11464,tensions,1
11465,part-songs,1
11466,Synoptics,1
11467,revolve,1
11468,arrears,1
11469,Oc-,1
11470,Speaks,1
11471,asphalt,1
11472,adapting,1
11473,revenues,1
11474,bears,1
11475,criticisms,1
11476,crowning,1
11477,Jean-Luc,1
11478,Dixon,1
11479,THEY,1
11480,rats,1
11481,repressed,1
11482,AFFAIRS,1
11483,discreetly,1
11484,object,1
11485,candlesticks,1
11486,Moncrieff,1
11487,Twang,1
11488,hoof,1
11489,fastest,1
11490,mable,1
11491,residents,1
11492,singly,1
11493,tossing,1
11494,Acartia,1
11495,stored,1
11496,democracy,1
11497,mined,1
11498,contracts,1
11499,mill,1
11500,outmatched,1
11501,echo-sounders,1
11502,hand-operated,1
11503,partially,1
11504,Stunned,1
11505,polecat,1
11506,watered,1
11507,mercerised,1
11508,15mc,1
11509,pineapple,1
11510,capsule,1
11511,remaining,1
11512,aero-engine,1
11513,resented,1
11514,good-sized,1
11515,sons,1
11516,Hostettler,1
11517,Happy,1
11518,trends,1
11519,western,1
11520,furiously,1
11521,Johnny,1
11522,foreigner,1
11523,toryism,1
11524,hunch,1
11525,Carole,1
11526,heed,1
11527,fumed,1
11528,nuns,1
11529,diners,1
11530,Anomalocera,1
11531,immolated,1
11532,mugs,1
11533,Malagasy,1
11534,praises,1
11535,TABLE,1
11536,Am,1
11537,hammer,1
11538,symbolises,1
11539,pressman,1
11540,trait,1
11541,tithe,1
11542,2gime,1
11543,COMMUNICATIONS,1
11544,humdrum,1
11545,contemporaneous,1
11546,returns,1
11547,obligingly,1
11548,lectures,1
11549,constricted,1
11550,flattery,1
11551,Public,1
11552,anybody's,1
11553,peaceful,1
11554,labels,1
11555,northern,1
11556,languorous,1
11557,ter,1
11558,assured,1
11559,correspondent,1
11560,gardens,1
11561,ensuing,1
11562,rubbing,1
11563,stones,1
11564,pur-,1
11565,von,1
11566,creams,1
11567,Taylor's,1
11568,squirt,1
11569,Avon,1
11570,recapture,1
11571,reveal,1
11572,hotbed,1
11573,skip,1
11574,grasp,1
11575,electronic,1
11576,lengths,1
11577,townsfolk,1
11578,medicinal,1
11579,stengah,1
11580,Population,1
11581,hatched,1
11582,trails,1
11583,protectively,1
11584,500,1
11585,tart,1
11586,DONALD,1
11587,nursery,1
11588,half-cooled,1
11589,towel,1
11590,latitude,1
11591,instantly,1
11592,4sub-lil,1
11593,scrap,1
11594,generated,1
11595,journeymen,1
11596,N's,1
11597,undercoat,1
11598,sums,1
11599,pinched,1
11600,peak,1
11601,admission,1
11602,feat,1
11603,Afternoon,1
11604,inspiring,1
11605,competitor,1
11606,15-year-olds,1
11607,livelihood,1
11608,united,1
11609,Silly,1
11610,brigadiers,1
11611,Problem,1
11612,lighter,1
11613,track,1
11614,complexities,1
11615,inhalation,1
11616,gripped,1
11617,ton,1
11618,morals,1
11619,by-passed,1
11620,awaiting,1
11621,YET,1
11622,nobody,1
11623,co-operated,1
11624,indelicacies,1
11625,Present,1
11626,Jamaica,1
11627,Grace's,1
11628,Brenda,1
11629,shudder,1
11630,helpful,1
11631,volunteer,1
11632,instructed,1
11633,saddened,1
11634,refer,1
11635,notifiable,1
11636,rapture,1
11637,Luddites,1
11638,tackle,1
11639,assaulted,1
11640,LEGA,1
11641,pro-western,1
11642,MEET,1
11643,Daniel,1
11644,Shades,1
11645,Seal,1
11646,front-page,1
11647,dly,1
11648,Yard,1
11649,thud,1
11650,philosophers,1
11651,expedients,1
11652,Submarines,1
11653,sunning,1
11654,clothing,1
11655,wisp,1
11656,executed,1
11657,cone,1
11658,surpassed,1
11659,uninitiated,1
11660,Khruschev,1
11661,dilatation,1
11662,thrived,1
11663,hustings,1
11664,Wilson,1
11665,"1,000,000",1
11666,notions,1
11667,resolved,1
11668,Fahrenheit,1
11669,mercenary,1
11670,dim,1
11671,diverted,1
11672,exchanger,1
11673,jealousy,1
11674,Brighton's,1
11675,siege,1
11676,four-,1
11677,look-out,1
11678,distinguishable,1
11679,episode,1
11680,covet,1
11681,deaths,1
11682,Friends,1
11683,apathy,1
11684,re*?,1
11685,Belgian,1
11686,unrecognisable,1
11687,galvanised,1
11688,Kashmir,1
11689,topic,1
11690,Frequently,1
11691,Secondly,1
11692,noting,1
11693,obdurate,1
11694,promise,1
11695,Kuwait,1
11696,harassed,1
11697,modification,1
11698,clearest,1
11699,common-,1
11700,ruinous,1
11701,cocked,1
11702,Gallery,1
11703,knowledgeability,1
11704,accumulation,1
11705,Lewis,1
11706,rearma-,1
11707,Ladies,1
11708,disarranged,1
11709,columns,1
11710,nakedness,1
11711,birth,1
11712,formidable,1
11713,gardening,1
11714,sank,1
11715,Gifted,1
11716,major-domo,1
11717,A.D.,1
11718,1891,1
11719,haggled,1
11720,definition,1
11721,complacent,1
11722,relation,1
11723,coincides,1
11724,condemn,1
11725,re-evaluated,1
11726,stiff,1
11727,bogy,1
11728,Lab.,1
11729,descent,1
11730,castaway,1
11731,ventional,1
11732,waters,1
11733,MnO,1
11734,informal,1
11735,Julie,1
11736,Choir,1
11737,Sodbuster,1
11738,unionists,1
11739,deeper,1
11740,vulnerable,1
11741,sadly,1
11742,e.g.,1
11743,voluptuaries,1
11744,grief,1
11745,overshadowing,1
11746,longitudes,1
11747,eliminated,1
11748,struggles,1
11749,stating,1
11750,desserts,1
11751,fill,1
11752,amber,1
11753,confidences,1
11754,withstanding,1
11755,babe,1
11756,tobacco,1
11757,cuckold,1
11758,confused,1
11759,injury,1
11760,Lichtenstein,1
11761,thoughtfully,1
11762,tial,1
11763,roughs,1
11764,admire,1
11765,huddle,1
11766,438,1
11767,adjournments,1
11768,unconstitutional,1
11769,simplest,1
11770,basins,1
11771,Rome's,1
11772,crippled,1
11773,appeals,1
11774,sanding,1
11775,represented,1
11776,batteries,1
11777,Holloway's,1
11778,M'landa's,1
11779,wid,1
11780,five-thirty,1
11781,flopping,1
11782,Correct,1
11783,ruin,1
11784,razed,1
11785,dripping,1
11786,single-sided,1
11787,Comrades,1
11788,Compared,1
11789,dirt,1
11790,incumbent,1
11791,deference,1
11792,perverse,1
11793,Provided,1
11794,Perkins,1
11795,Eighteen,1
11796,lyric,1
11797,VIENNA,1
11798,auricular,1
11799,enlivened,1
11800,limits,1
11801,plain,1
11802,anguish,1
11803,tearfully,1
11804,garages,1
11805,whistle,1
11806,shortcomings,1
11807,Hadley,1
11808,Brian,1
11809,thriller,1
11810,Autumn,1
11811,International,1
11812,fierce,1
11813,offers,1
11814,objective,1
11815,fared,1
11816,binds,1
11817,budgetary,1
11818,tap,1
11819,manacle,1
11820,weekdays,1
11821,flower,1
11822,assembler,1
11823,useless,1
11824,blackened,1
11825,satire,1
11826,blackbird,1
11827,Padley,1
11828,rude,1
11829,guessed,1
11830,minded,1
11831,youngest,1
11832,havens,1
11833,creek,1
11834,justly,1
11835,upturned,1
11836,complexion,1
11837,foil,1
11838,heavier,1
11839,weeping,1
11840,width,1
11841,currency,1
11842,tourists,1
11843,Hope,1
11844,Gwyn,1
11845,loaded,1
11846,clarification,1
11847,famous,1
11848,frugal,1
11849,hoisting,1
11850,Dreyfus,1
11851,half-broken,1
11852,wery,1
11853,blood-red,1
11854,patiently,1
11855,backwater,1
11856,mono-,1
11857,450,1
11858,perfume,1
11859,aberrant,1
11860,obliging,1
11861,smallest,1
11862,cave,1
11863,advising,1
11864,unimpressed,1
11865,T.U.C.,1
11866,satisfactorily,1
11867,flocks,1
11868,era,1
11869,gather-in,1
11870,cosmos,1
11871,Maria,1
11872,ease,1
11873,unpalatable,1
11874,genuine,1
11875,Starfighters,1
11876,misjudge,1
11877,Forces,1
11878,Das,1
11879,firing,1
11880,implements,1
11881,guards,1
11882,tragedy,1
11883,90-day,1
11884,convalescence,1
11885,tie,1
11886,maternity,1
11887,schoolgirl's,1
11888,doilies,1
11889,2somep'n,1
11890,Oberammergau,1
11891,Meaning,1
11892,Francesco's,1
11893,disband,1
11894,FIN-,1
11895,spying,1
11896,joy,1
11897,Prudence,1
11898,shareholders,1
11899,Stated,1
11900,Centres,1
11901,bidders,1
11902,Leningrad,1
11903,disdainfully,1
11904,absorber,1
11905,twentieth,1
11906,baffled,1
11907,Down,1
11908,molal,1
11909,Evidently,1
11910,Gardeners,1
11911,courtship,1
11912,askew,1
11913,staged,1
11914,damaging,1
11915,revolution,1
11916,punctual,1
11917,-5.4,1
11918,invitingly,1
11919,Spreng,1
11920,Always,1
11921,Pressmen,1
11922,practised,1
11923,altars,1
11924,L,1
11925,Tolch,1
11926,lonely,1
11927,Version,1
11928,over-ripe,1
11929,4ementalating,1
11930,batch,1
11931,egocentric,1
11932,wear,1
11933,Stepmother,1
11934,plaice,1
11935,disappear,1
11936,voluntary,1
11937,vulsion,1
11938,rubber,1
11939,grati-,1
11940,gasp,1
11941,omission,1
11942,insurance,1
11943,compulsory,1
11944,cheering,1
11945,IMPLIES,1
11946,defile,1
11947,querulous,1
11948,vain,1
11949,magnificent,1
11950,oppressed,1
11951,ghters,1
11952,chairman,1
11953,nurses,1
11954,by-,1
11955,pianistics,1
11956,Adultery,1
11957,publishes,1
11958,tatterdemalion,1
11959,comrades,1
11960,indiscretions,1
11961,smells,1
11962,65,1
11963,SOONER,1
11964,comic,1
11965,ill-conceived,1
11966,elaborated,1
11967,pitiless,1
11968,Hardly,1
11969,abused,1
11970,167,1
11971,loosened,1
11972,NUF,1
11973,Somers,1
11974,great-,1
11975,nineteenth,1
11976,missed,1
11977,nauseating,1
11978,treble,1
11979,geography,1
11980,insulating,1
11981,Liverpool,1
11982,THROUGHOUT,1
11983,negative,1
11984,closer,1
11985,twenty-two,1
11986,Fisheries,1
11987,bombed,1
11988,Huw,1
11989,lawlessness,1
11990,Heavenly,1
11991,Farming,1
11992,baptism,1
11993,lined,1
11994,narrative,1
11995,grandfather,1
11996,accustomed,1
11997,captain,1
11998,observant,1
11999,astronomers,1
12000,ARCHBISHOP,1
12001,exhibition,1
12002,Third,1
12003,disastrous,1
12004,4makrodeb,1
12005,1905,1
12006,thrift,1
12007,L'Avventura,1
12008,ha-,1
12009,affected,1
12010,W.,1
12011,goodwill,1
12012,claims,1
12013,public-house,1
12014,massacre,1
12015,stained-glass,1
12016,vigorous,1
12017,identically,1
12018,cri-,1
12019,autocracy,1
12020,terraced,1
12021,aided,1
12022,suppress,1
12023,Fang-,1
12024,DICKIE,1
12025,Hollywood-,1
12026,Wedgwood,1
12027,businesslike,1
12028,yester-,1
12029,Amazing,1
12030,cricket,1
12031,wage,1
12032,jeans-and-,1
12033,survive,1
12034,irrational,1
12035,Jeep,1
12036,sewerage,1
12037,bowing,1
12038,grudgingly,1
12039,invi-,1
12040,frogs,1
12041,odds,1
12042,shifting,1
12043,ASK,1
12044,scruple,1
12045,bridge,1
12046,Lover,1
12047,Yanks,1
12048,Gave,1
12049,Waving,1
12050,punch,1
12051,reprieve,1
12052,Frenchman,1
12053,grunted,1
12054,Altars,1
12055,RELAXED,1
12056,Top,1
12057,Tunisians',1
12058,Hayes,1
12059,attributes,1
12060,patrolling,1
12061,Additional,1
12062,retainers,1
12063,emotions,1
12064,tidier,1
12065,followers,1
12066,embraced,1
12067,emblems,1
12068,compatriots,1
12069,"160,000",1
12070,fondle,1
12071,buzzing,1
12072,Ifor's,1
12073,wasting,1
12074,tolerance,1
12075,Hal's,1
12076,efficiently,1
12077,Aladdin's,1
12078,cuffs,1
12079,STOVEN,1
12080,madness,1
12081,Plays,1
12082,1954,1
12083,holes,1
12084,peacocks,1
12085,groat,1
12086,SEE,1
12087,doleful,1
12088,dau-,1
12089,LAUGH,1
12090,Merstham,1
12091,poem,1
12092,DESPITE,1
12093,hideous,1
12094,swell,1
12095,mock,1
12096,Lintott,1
12097,Herald,1
12098,delightful,1
12099,folks,1
12100,Occasion,1
12101,zirconia,1
12102,Power,1
12103,fog,1
12104,jars,1
12105,unpredictable,1
12106,lowered,1
12107,cleverly,1
12108,darned,1
12109,widely,1
12110,songs,1
12111,clergy,1
12112,Wales,1
12113,analogous,1
12114,inter-African,1
12115,decorated,1
12116,inconsistency,1
12117,jewels,1
12118,wears,1
12119,Schnitzel,1
12120,reservations,1
12121,fringed,1
12122,dismissed,1
12123,Moral,1
12124,Departments,1
12125,purposely,1
12126,DEAD,1
12127,Meteoro-,1
12128,airborne,1
12129,lording,1
12130,protective,1
12131,Dallases,1
12132,shouldered,1
12133,airport,1
12134,budgerigar,1
12135,Robinson,1
12136,foolish,1
12137,aromatics,1
12138,dearer,1
12139,boathouse,1
12140,Cambodia,1
12141,minable,1
12142,rity,1
12143,Glyndebourne,1
12144,personalities,1
12145,melancholy,1
12146,fry,1
12147,sciences,1
12148,instil,1
12149,naughty,1
12150,boyishly,1
12151,industrialist,1
12152,95,1
12153,Parson's,1
12154,roadhouse,1
12155,fur-,1
12156,move-,1
12157,DESPISED,1
12158,FLOOR,1
12159,thumbs,1
12160,Lambert-Price,1
12161,verbs,1
12162,ruffled,1
12163,after-effects,1
12164,improved,1
12165,lone,1
12166,mutter,1
12167,blotted,1
12168,chances,1
12169,bully,1
12170,Winchester,1
12171,shale,1
12172,mentally,1
12173,Peter,1
12174,Bletcham,1
12175,Tartaro,1
12176,Rising,1
12177,Hood,1
12178,ultimately,1
12179,lumber,1
12180,disappears,1
12181,gigas,1
12182,summed,1
12183,upward,1
12184,ustrations,1
12185,preoccupied,1
12186,adopted,1
12187,Testament,1
12188,plough,1
12189,Deliverance,1
12190,conquered,1
12191,Particularly,1
